Name,State,Date,MedianSalePrice,Year,Median Income,MORTGAGE30US,HAI
Vallejo,CA,2016-03-31,340000.0,2016,59600.0,3.71,99.05529218409661
Santa Maria,CA,2016-03-31,450000.0,2016,51939.0,3.71,65.22159429735011
Salinas,CA,2016-03-31,475000.0,2016,52338.0,3.71,62.263546449757136
Salem,OR,2016-03-31,200000.0,2016,49126.0,3.71,138.80072957250135
Mobile,AL,2016-03-31,108000.0,2016,38759.0,3.71,202.7958898396029
Reading,PA,2016-03-31,130000.0,2016,27247.0,3.71,118.43653145168138
Corpus Christi,TX,2016-03-31,169084.0,2016,52154.0,3.71,174.29922255726308
Brownsville,TX,2016-03-31,102932.0,2016,34255.0,3.71,188.0545740304536
Manchester,NH,2016-03-31,219000.0,2016,54899.0,3.71,141.65459265031754
Fort Wayne,IN,2016-03-31,119900.0,2016,44449.0,3.71,209.48510671349578
Gulfport,MS,2016-03-31,115250.0,2016,37037.0,3.71,181.59555259963184
Flint,MI,2016-03-31,103000.0,2016,25650.0,3.71,140.72150960081882
Peoria,IL,2016-03-31,114250.0,2016,46547.0,3.71,230.22147254485327
Canton,OH,2016-03-31,107000.0,2016,30444.0,3.71,160.77861242957673
Savannah,GA,2016-03-31,175000.0,2016,37108.0,3.71,119.822903739687
Beaumont,TX,2016-03-31,135000.0,2016,42395.0,3.71,177.45621403544916
Shreveport,LA,2016-03-31,136600.0,2016,38056.0,3.71,157.42829057819742
Trenton,NJ,2016-03-31,177250.0,2016,34412.0,3.71,109.70691710389954
Montgomery,AL,2016-03-31,129900.0,2016,43440.0,3.71,188.9691920271961
Tallahassee,FL,2016-03-31,138000.0,2016,40947.0,3.71,167.6692195167237
Eugene,OR,2016-03-31,223500.0,2016,44859.0,3.71,113.4181087720803
Naples,FL,2016-03-31,290000.0,2016,84830.0,3.71,165.29579658829851
Ann Arbor,MI,2016-03-31,211000.0,2016,57697.0,3.71,154.5187256011307
Ocala,FL,2016-03-31,113000.0,2016,37792.0,3.71,188.98693127565315
Hickory,NC,2016-03-31,115000.0,2016,41533.0,3.71,204.0825172302172
Fort Collins,CO,2016-03-31,300500.0,2016,57831.0,3.71,108.74932410085465
Rockford,IL,2016-03-31,99950.0,2016,40143.0,3.71,226.9537523811746
Lincoln,NE,2016-03-31,151000.0,2016,51126.0,3.71,191.32653620043135
Gainesville,FL,2016-03-31,144000.0,2016,32716.0,3.71,128.38315614423328
Boulder,CO,2016-03-31,436600.0,2016,60569.0,3.71,78.39295092114733
Green Bay,WI,2016-03-31,140500.0,2016,43473.0,3.71,174.8451651365615
Columbus,GA,2016-03-31,130357.0,2016,42661.0,3.71,184.92984891237415
South Bend,IN,2016-03-31,95000.0,2016,35758.0,3.71,212.6963099421468
Spartanburg,SC,2016-03-31,125000.0,2016,35637.0,3.71,161.10219760697734
Greeley,CO,2016-03-31,250000.0,2016,50483.0,3.71,114.1078407524909
Lubbock,TX,2016-03-31,141454.0,2016,45499.0,3.71,181.75943308160032
Clarksville,TN,2016-03-31,135000.0,2016,48675.0,3.71,203.74292294316518
Roanoke,VA,2016-03-31,144975.0,2016,39201.0,3.71,152.79683873162375
Evansville,IN,2016-03-31,119500.0,2016,36330.0,3.71,171.79393728291794
Kingsport,TN,2016-03-31,112634.0,2016,39463.0,3.71,197.98438120725842
Kennewick,WA,2016-03-31,187110.0,2016,52134.0,3.71,157.44699982018398
Utica,NY,2016-03-31,95000.0,2016,32201.0,3.71,191.5385054098962
Hagerstown,MD,2016-03-31,149625.0,2016,40342.0,3.71,152.3574173777711
Duluth,MN,2016-03-31,127000.0,2016,45950.0,3.71,204.45236349840684
Olympia,WA,2016-03-31,231987.0,2016,54523.0,3.71,132.80867252340752
Longview,TX,2016-03-31,135000.0,2016,44304.0,3.71,185.44687124959404
Wilmington,NC,2016-03-31,195000.0,2016,43855.0,3.71,127.08516134653323
San Luis Obispo,CA,2016-03-31,488500.0,2016,47777.0,3.71,55.266841934667085
Crestview,FL,2016-03-31,235000.0,2016,51951.0,3.71,124.92126978773676
Merced,CA,2016-03-31,240000.0,2016,39307.0,3.71,92.5484176285862
Waco,TX,2016-03-31,152650.0,2016,34099.0,3.71,126.22784704923022
Cedar Rapids,IA,2016-03-31,127250.0,2016,55359.0,3.71,245.83334249371677
Atlantic City,NJ,2016-03-31,140000.0,2016,26566.0,3.71,107.22806607566176
Bremerton,WA,2016-03-31,254500.0,2016,47358.0,3.71,105.15160528385121
Sioux Falls,SD,2016-03-31,170450.0,2016,54110.0,3.71,179.38695955117808
Santa Cruz,CA,2016-03-31,680000.0,2016,62471.0,3.71,51.913449312354864
Erie,PA,2016-03-31,96950.0,2016,35205.0,3.71,205.19504810408412
Norwich,CT,2016-03-31,171100.0,2016,51758.0,3.71,170.9376847377138
Amarillo,TX,2016-03-31,150000.0,2016,49684.0,3.71,187.16973898628447
Laredo,TX,2016-03-31,153978.0,2016,39548.0,3.71,145.13634829390142
Tuscaloosa,AL,2016-03-31,152623.0,2016,40542.0,3.71,150.10512622819292
College Station,TX,2016-03-31,199562.0,2016,36471.0,3.71,103.27142371522694
Kalamazoo,MI,2016-03-31,117000.0,2016,34767.0,3.71,167.91585165260219
Lynchburg,VA,2016-03-31,145000.0,2016,40728.0,3.71,158.72137695268705
Charleston,WV,2016-03-31,116000.0,2016,46720.0,3.71,227.59105318299265
Yakima,WA,2016-03-31,168000.0,2016,40951.0,3.71,137.74174175840122
Fargo,ND,2016-03-31,188750.0,2016,48060.0,3.71,143.882225557137
Binghamton,NY,2016-03-31,98500.0,2016,30183.0,3.71,173.15558896151668
Fort Smith,AR,2016-03-31,97250.0,2016,35956.0,3.71,208.92581376481917
Appleton,WI,2016-03-31,138024.0,2016,53878.0,3.71,220.58054087327986
Topeka,KS,2016-03-31,112853.0,2016,43740.0,3.71,219.0160846596679
Tyler,TX,2016-03-31,171271.0,2016,44507.0,3.71,146.8435343137444
Barnstable Town,MA,2016-03-31,305050.0,2016,63549.0,3.71,117.71939793247851
Daphne,AL,2016-03-31,188000.0,2016,61508.0,3.71,184.87751588285383
Bellingham,WA,2016-03-31,275000.0,2016,44441.0,3.71,91.31906782087668
Rochester,MN,2016-03-31,159900.0,2016,65195.0,3.71,230.39665343905594
Lafayette,IN,2016-03-31,130000.0,2016,42641.0,3.71,185.35075926271318
Champaign,IL,2016-03-31,133000.0,2016,45198.0,3.71,192.03390683333902
Medford,OR,2016-03-31,230000.0,2016,44130.0,3.71,108.42175481387675
Lebanon,NH,2016-03-31,164000.0,2016,56448.0,3.71,194.49796051836236
Charlottesville,VA,2016-03-31,220500.0,2016,50727.0,3.71,129.99927363463965
Lake Charles,LA,2016-03-31,171000.0,2016,37465.0,3.71,123.80550819991376
Las Cruces,NM,2016-03-31,168000.0,2016,41215.0,3.71,138.62972544193076
Chico,CA,2016-03-31,239500.0,2016,43148.0,3.71,101.80415252933237
Lake Havasu City,AZ,2016-03-31,140165.0,2016,44376.0,3.71,178.90353095679185
Columbia,MO,2016-03-31,168900.0,2016,45221.0,3.71,151.29370314345402
Springfield,IL,2016-03-31,129500.0,2016,50191.0,3.71,219.01124845223984
Monroe,LA,2016-03-31,136850.0,2016,28681.0,3.71,118.4294816429228
Elkhart,IN,2016-03-31,128500.0,2016,35555.0,3.71,156.35360387353938
Johnson City,TN,2016-03-31,117000.0,2016,40370.0,3.71,194.9769301698608
Yuma,AZ,2016-03-31,140000.0,2016,44216.0,3.71,178.46857523155387
Gainesville,GA,2016-03-31,164200.0,2016,40321.0,3.71,138.76133912366305
Jacksonville,NC,2016-03-31,133750.0,2016,41095.0,3.71,173.62231185897923
Florence,SC,2016-03-31,127000.0,2016,44989.0,3.71,200.17643920413116
St. Cloud,MN,2016-03-31,146500.0,2016,45223.0,3.71,174.43437967222627
Racine,WI,2016-03-31,136000.0,2016,41178.0,3.71,171.0947492263729
Bend,OR,2016-03-31,302000.0,2016,55625.0,3.71,104.08147103380858
Saginaw,MI,2016-03-31,71500.0,2016,28871.0,3.71,228.17398409442862
Warner Robins,GA,2016-03-31,121500.0,2016,46446.0,3.71,216.01423954843915
Terre Haute,IN,2016-03-31,97990.0,2016,33378.0,3.71,192.48145517811776
Torrington,CT,2016-03-31,165000.0,2016,58717.0,3.71,201.08989841356765
Punta Gorda,FL,2016-03-31,162500.0,2016,56119.0,3.71,195.1492555815145
Billings,MT,2016-03-31,235000.0,2016,52944.0,3.71,127.30903558433783
Redding,CA,2016-03-31,208000.0,2016,44573.0,3.71,121.09295326998829
Kingston,NY,2016-03-31,187500.0,2016,43511.0,3.71,131.13183339557563
Panama City,FL,2016-03-31,175000.0,2016,38397.0,3.71,123.98512544175817
Joplin,MO,2016-03-31,115000.0,2016,39370.0,3.71,193.4540895999242
Dover,DE,2016-03-31,190000.0,2016,46355.0,3.71,137.8647777751582
El Centro,CA,2016-03-31,177500.0,2016,41849.0,3.71,133.22847846565534
Jackson,TN,2016-03-31,95500.0,2016,39747.0,3.71,235.18592316491058
Yuba City,CA,2016-03-31,225000.0,2016,50788.0,3.71,127.55248777118608
Bowling Green,KY,2016-03-31,153500.0,2016,37183.0,3.71,136.8820142924196
St. George,UT,2016-03-31,238000.0,2016,51228.0,3.71,121.6300217643073
Muskegon,MI,2016-03-31,95000.0,2016,27359.0,3.71,162.737243238078
Abilene,TX,2016-03-31,140000.0,2016,44108.0,3.71,178.03265596873027
Iowa City,IA,2016-03-31,174900.0,2016,42720.0,3.71,138.02309928929344
Auburn,AL,2016-03-31,151000.0,2016,38912.0,3.71,145.61863194130552
Midland,TX,2016-03-31,220000.0,2016,71500.0,3.71,183.65117091178988
Bloomington,IL,2016-03-31,139000.0,2016,63115.0,3.71,256.5831466983423
Oshkosh,WI,2016-03-31,130000.0,2016,43960.0,3.71,191.08415321378183
Eau Claire,WI,2016-03-31,139950.0,2016,45403.0,3.71,183.32512409174694
Greenville,NC,2016-03-31,120000.0,2016,35069.0,3.71,165.14007468475788
Burlington,NC,2016-03-31,130000.0,2016,37862.0,3.71,164.57752977661983
Waterloo,IA,2016-03-31,130000.0,2016,44146.0,3.71,191.8926530431213
Coeur d'Alene,ID,2016-03-31,217500.0,2016,43770.0,3.71,113.71758444999527
Pueblo,CO,2016-03-31,142250.0,2016,35770.0,3.71,142.09441413577878
Wausau,WI,2016-03-31,133400.0,2016,41349.0,3.71,175.1537830937977
Janesville,WI,2016-03-31,119900.0,2016,50300.0,3.71,237.06047082473933
Bloomington,IN,2016-03-31,157500.0,2016,31254.0,3.71,112.13350321225062
Odessa,TX,2016-03-31,173959.0,2016,60619.0,3.71,196.91201029246574
Jackson,MI,2016-03-31,100000.0,2016,28697.0,3.71,162.16115851248102
Sebastian,FL,2016-03-31,160000.0,2016,46493.0,3.71,164.20180556157396
Madera,CA,2016-03-31,200000.0,2016,40034.0,3.71,113.11216886588609
Decatur,AL,2016-03-31,99000.0,2016,42602.0,3.71,243.16727842063935
Vineland,NJ,2016-03-31,125000.0,2016,48986.0,3.71,221.44827712701382
Idaho Falls,ID,2016-03-31,157000.0,2016,48196.0,3.71,173.46892372885102
Grand Junction,CO,2016-03-31,190000.0,2016,46016.0,3.71,136.8565551526627
Elizabethtown,KY,2016-03-31,116500.0,2016,45193.0,3.71,219.20758975282985
Niles,MI,2016-03-31,125000.0,2016,30963.0,3.71,139.9727065831815
Monroe,MI,2016-03-31,127250.0,2016,45055.0,3.71,200.07625220929586
Santa Fe,NM,2016-03-31,306900.0,2016,51572.0,3.71,94.95709638582174
Concord,NH,2016-03-31,190000.0,2016,57566.0,3.71,171.20750291025254
Alexandria,LA,2016-03-31,138950.0,2016,35931.0,3.71,146.12384581131056
Traverse City,MI,2016-03-31,169950.0,2016,51139.0,3.71,170.03620484319856
Bangor,ME,2016-03-31,117000.0,2016,37987.0,3.71,183.4676404845802
Hanford,CA,2016-03-31,188500.0,2016,51231.0,3.71,153.5789942784233
Jefferson City,MO,2016-03-31,130000.0,2016,49005.0,3.71,213.01362439129616
Florence,AL,2016-03-31,107500.0,2016,37058.0,3.71,194.79771282001025
Dothan,AL,2016-03-31,115000.0,2016,42569.0,3.71,209.17315570686245
London,KY,2016-03-31,103700.0,2016,33665.0,3.71,183.44682645932517
Albany,GA,2016-03-31,100750.0,2016,31263.0,3.71,175.34602958473866
Ottawa,IL,2016-03-31,86250.0,2016,45541.0,3.71,298.3690693241943
Sioux City,IA,2016-03-31,137000.0,2016,46028.0,3.71,189.85055799501097
Wichita Falls,TX,2016-03-31,116857.0,2016,43997.0,3.71,212.75445970073923
Valdosta,GA,2016-03-31,107000.0,2016,31199.0,3.71,164.76586286921443
Logan,UT,2016-03-31,185800.0,2016,36256.0,3.71,110.26673598704733
Flagstaff,AZ,2016-03-31,279500.0,2016,50677.0,3.71,102.45647874827878
Rocky Mount,NC,2016-03-31,90000.0,2016,35918.0,3.71,225.51735920716817
Pottsville,PA,2016-03-31,57250.0,2016,38484.0,3.71,379.85255821937903
Dalton,GA,2016-03-31,100000.0,2016,34682.0,3.71,195.9812279865445
Lebanon,PA,2016-03-31,136000.0,2016,35737.0,3.71,148.4873731872089
Morristown,TN,2016-03-31,100000.0,2016,31259.0,3.71,176.6385215855889
Winchester,VA,2016-03-31,205000.0,2016,46466.0,3.71,128.08308153977077
Morgantown,WV,2016-03-31,195000.0,2016,35502.0,3.71,102.87942989681045
La Crosse,WI,2016-03-31,148500.0,2016,40899.0,3.71,155.63116786576106
Napa,CA,2016-03-31,565000.0,2016,71087.0,3.71,71.09713158124659
Rapid City,SD,2016-03-31,183500.0,2016,47300.0,3.71,145.6583589876782
Sumter,SC,2016-03-31,115950.0,2016,38538.0,3.71,187.81434503197153
Eureka,CA,2016-03-31,270000.0,2016,39063.0,3.71,81.75459475016807
Springfield,OH,2016-03-31,93000.0,2016,32165.0,3.71,195.43887220439106
Harrisonburg,VA,2016-03-31,164950.0,2016,40494.0,3.71,138.72307253763648
Battle Creek,MI,2016-03-31,84950.0,2016,38216.0,3.71,254.2097395776687
Sherman,TX,2016-03-31,130000.0,2016,43557.0,3.71,189.3324035835463
Carbondale,IL,2016-03-31,127500.0,2016,19515.0,3.71,86.4905604909461
Johnstown,PA,2016-03-31,71000.0,2016,24075.0,3.71,191.61005155802127
Jonesboro,AR,2016-03-31,131450.0,2016,42732.0,3.71,183.69738327887418
Bismarck,ND,2016-03-31,239396.0,2016,60320.0,3.71,142.38189995333337
Hammond,LA,2016-03-31,144000.0,2016,33364.0,3.71,130.9260185107042
Pittsfield,MA,2016-03-31,164750.0,2016,45206.0,3.71,155.05329440389158
Mount Vernon,WA,2016-03-31,263500.0,2016,49307.0,3.71,105.73975517907017
Jamestown,NY,2016-03-31,76125.0,2016,30935.0,3.71,229.63239498420992
Albany,OR,2016-03-31,169700.0,2016,50135.0,3.71,166.9435012676231
Glens Falls,NY,2016-03-31,140450.0,2016,46305.0,3.71,186.30155750078987
Lawton,OK,2016-03-31,83000.0,2016,43674.0,3.71,297.3412877998706
Cleveland,TN,2016-03-31,128058.0,2016,39151.0,3.71,172.76130869467764
Sierra Vista,AZ,2016-03-31,115000.0,2016,56280.0,3.71,276.5454956231581
Ames,IA,2016-03-31,160500.0,2016,41278.0,3.71,145.32955730451687
Mansfield,OH,2016-03-31,86250.0,2016,33257.0,3.71,217.88849912199404
Staunton,VA,2016-03-31,140750.0,2016,42948.0,3.71,172.4268449420861
Augusta,ME,2016-03-31,127500.0,2016,40555.0,3.71,179.73992727185853
Altoona,PA,2016-03-31,83000.0,2016,36741.0,3.71,250.14004339092014
New Bern,NC,2016-03-31,149900.0,2016,41970.0,3.71,158.21500781377986
Farmington,NM,2016-03-31,179500.0,2016,52598.0,3.71,165.5827604477107
St. Joseph,MO,2016-03-31,99900.0,2016,43543.0,3.71,246.29931269768431
Wenatchee,WA,2016-03-31,235000.0,2016,45606.0,3.71,109.66409558891115
Holland,MI,2016-03-31,138000.0,2016,50528.0,3.71,206.90136820135825
Lumberton,NC,2016-03-31,59239.0,2016,31126.0,3.71,296.91075893611514
Lawrence,KS,2016-03-31,183063.0,2016,47938.0,3.71,147.9754524385154
Goldsboro,NC,2016-03-31,110000.0,2016,32148.0,3.71,165.1473522369852
Watertown,NY,2016-03-31,84999.0,2016,40623.0,3.71,270.0651325653475
Sheboygan,WI,2016-03-31,142500.0,2016,44406.0,3.71,176.09098829708913
Missoula,MT,2016-03-31,238113.0,2016,42389.0,3.71,100.59592887255351
Bozeman,MT,2016-03-31,306645.0,2016,48612.0,3.71,89.58141996183438
Anniston,AL,2016-03-31,86920.0,2016,30539.0,3.71,198.53881937325747
Williamsport,PA,2016-03-31,105000.0,2016,35872.0,3.71,193.05303451861468
Brunswick,GA,2016-03-31,155000.0,2016,24314.0,3.71,88.64108326648652
Twin Falls,ID,2016-03-31,158500.0,2016,44351.0,3.71,158.11915711931653
Cookeville,TN,2016-03-31,110000.0,2016,29901.0,3.71,153.6042982219141
Muncie,IN,2016-03-31,84368.0,2016,31373.0,3.71,210.1302785239603
Michigan City,IN,2016-03-31,118500.0,2016,37742.0,3.71,179.97695534054589
Roseburg,OR,2016-03-31,160000.0,2016,41158.0,3.71,145.35990177668168
Lewiston,ME,2016-03-31,150200.0,2016,38199.0,3.71,143.71179099988652
Longview,WA,2016-03-31,179950.0,2016,38793.0,3.71,121.81810970023407
Ogdensburg,NY,2016-03-31,87500.0,2016,36832.0,3.71,237.86338204916203
Kankakee,IL,2016-03-31,125000.0,2016,33931.0,3.71,153.38997858973394
Show Low,AZ,2016-03-31,159000.0,2016,44874.0,3.71,159.4806510594225
Richmond,KY,2016-03-31,123000.0,2016,32436.0,3.71,149.01586941075215
Tullahoma,TN,2016-03-31,103500.0,2016,38665.0,3.71,211.09988921008855
Whitewater,WI,2016-03-31,163600.0,2016,30934.0,3.71,106.84719430102139
Ithaca,NY,2016-03-31,212000.0,2016,30291.0,3.71,80.73987834672026
Decatur,IL,2016-03-31,82500.0,2016,40777.0,3.71,279.30046792615593
LaGrange,GA,2016-03-31,97500.0,2016,33501.0,3.71,194.16166869320304
Bay City,MI,2016-03-31,83750.0,2016,34102.0,3.71,230.09404290916584
Fond du Lac,WI,2016-03-31,118000.0,2016,47079.0,3.71,225.45276337304182
Gadsden,AL,2016-03-31,78000.0,2016,30496.0,3.71,220.93199637577686
Kalispell,MT,2016-03-31,239000.0,2016,41467.0,3.71,98.04265341743405
Danville,VA,2016-03-31,76967.0,2016,33721.0,3.71,247.57468023024717
Mankato,MN,2016-03-31,157500.0,2016,43808.0,3.71,157.17490589115874
Lima,OH,2016-03-31,77000.0,2016,30953.0,3.71,227.15503269660866
Salem,OH,2016-03-31,77000.0,2016,38624.0,3.71,283.4502627491297
Sebring,FL,2016-03-31,96000.0,2016,25963.0,3.71,152.82485097380768
Cheyenne,WY,2016-03-31,200000.0,2016,58895.0,3.71,166.4020878592287
Hot Springs,AR,2016-03-31,120000.0,2016,30736.0,3.71,144.7359586960198
Adrian,MI,2016-03-31,116500.0,2016,33921.0,3.71,164.53301732581903
Shelby,NC,2016-03-31,95000.0,2016,33451.0,3.71,198.9737754872966
Dubuque,IA,2016-03-31,134000.0,2016,48021.0,3.71,202.50546218955364
Paducah,KY,2016-03-31,83700.0,2016,33574.0,3.71,226.66682886471582
Victoria,TX,2016-03-31,155000.0,2016,51734.0,3.71,188.6056511354945
Rome,GA,2016-03-31,97750.0,2016,36616.0,3.71,211.67251698937156
Sevierville,TN,2016-03-31,182500.0,2016,37784.0,3.71,116.99179501337944
Moses Lake,WA,2016-03-31,164000.0,2016,47005.0,3.71,161.96103731160753
Ashtabula,OH,2016-03-31,67000.0,2016,28865.0,3.71,243.4484982029306
Cape Girardeau,MO,2016-03-31,145950.0,2016,41673.0,3.71,161.34704183006866
Albertville,AL,2016-03-31,99500.0,2016,32042.0,3.71,181.972966937938
Brainerd,MN,2016-03-31,152388.0,2016,32154.0,3.71,119.23248043955998
Cumberland,MD,2016-03-31,80950.0,2016,31855.0,3.71,222.36738915361104
Ocean City,NJ,2016-03-31,320000.0,2016,61786.0,3.71,109.106454288037
Corvallis,OR,2016-03-31,286900.0,2016,43922.0,3.71,86.50912114955771
Corning,NY,2016-03-31,83556.0,2016,50410.0,3.71,340.9175799431915
New Philadelphia,OH,2016-03-31,113000.0,2016,41753.0,3.71,208.7947539572488
Sunbury,PA,2016-03-31,74690.0,2016,32083.0,3.71,242.72966276457376
Ukiah,CA,2016-03-31,353000.0,2016,38686.0,3.71,61.92834341157988
Hermiston,OR,2016-03-31,150000.0,2016,49008.0,3.71,184.62310941630764
Clarksburg,WV,2016-03-31,145694.14130434784,2016,37190.0,3.71,144.2428952147607
Parkersburg,WV,2016-03-31,138500.0,2016,34296.0,3.71,139.92781022139948
Beaver Dam,WI,2016-03-31,112000.0,2016,46319.0,3.71,233.6961149852526
Pine Bluff,AR,2016-03-31,70800.0,2016,30942.0,3.71,246.95934508268587
Grants Pass,OR,2016-03-31,200000.0,2016,36016.0,3.71,101.75970110090806
Cullman,AL,2016-03-31,116000.0,2016,40129.0,3.71,195.4837622684142
Zanesville,OH,2016-03-31,115000.0,2016,26039.0,3.71,127.94897229089221
New Castle,PA,2016-03-31,84900.0,2016,31557.0,3.71,210.038235044427
Oak Harbor,WA,2016-03-31,276000.0,2016,46959.0,3.71,96.14353773519218
Orangeburg,SC,2016-03-31,141000.0,2016,31400.0,3.71,125.84062774970435
Watertown,WI,2016-03-31,173000.0,2016,46361.0,3.71,151.4317818522275
Meadville,PA,2016-03-31,73500.0,2016,34826.0,3.71,267.7482230528098
Great Falls,MT,2016-03-31,162000.0,2016,43497.0,3.71,151.72412119943252
Midland,MI,2016-03-31,109000.0,2016,54612.0,3.71,283.12089614212186
Kokomo,IN,2016-03-31,95839.0,2016,39968.0,3.71,235.6570754960817
Helena,MT,2016-03-31,224850.0,2016,52288.0,3.71,131.40729614116304
Key West,FL,2016-03-31,562500.0,2016,58494.0,3.71,58.76234716616335
Talladega,AL,2016-03-31,130250.0,2016,29074.0,3.71,126.13551792326896
Columbus,IN,2016-03-31,145000.0,2016,56048.0,3.71,218.42505734247212
Athens,TX,2016-03-31,175250.0,2016,40505.0,3.71,130.605344940758
Centralia,WA,2016-03-31,167500.0,2016,40102.0,3.71,135.28871193395355
Manitowoc,WI,2016-03-31,79500.0,2016,41628.0,3.71,295.88895762809824
Hinesville,GA,2016-03-31,108100.0,2016,42949.0,3.71,224.51104075970864
DuBois,PA,2016-03-31,101398.76744186046,2016,39264.0,3.71,218.81253912646824
Warsaw,IN,2016-03-31,132500.0,2016,47434.0,3.71,202.29456350722415
Plattsburgh,NY,2016-03-31,101250.0,2016,39928.0,3.71,222.83985419687588
Statesboro,GA,2016-03-31,130500.0,2016,24499.0,3.71,106.08358470186712
Casper,WY,2016-03-31,180000.0,2016,57964.0,3.71,181.9684866791622
Wilson,NC,2016-03-31,93250.0,2016,38046.0,3.71,230.5528545600316
Glenwood Springs,CO,2016-03-31,383250.0,2016,55241.0,3.71,81.44974124010784
Seneca,SC,2016-03-31,154000.0,2016,35236.0,3.71,129.2933598051514
Olean,NY,2016-03-31,70031.0,2016,40707.0,3.71,328.4650078835956
Chillicothe,OH,2016-03-31,80000.0,2016,37757.0,3.71,266.6968176967865
Searcy,AR,2016-03-31,118250.0,2016,39313.0,3.71,187.86478405087513
Grand Island,NE,2016-03-31,126500.0,2016,49118.0,3.71,219.41205747267364
Port Angeles,WA,2016-03-31,202000.0,2016,40398.0,3.71,113.01051031979416
Auburn,NY,2016-03-31,107142.0,2016,40005.0,3.71,210.99145468561935
Huntsville,TX,2016-03-31,168000.0,2016,31306.0,3.71,105.30006513854381
Keene,NH,2016-03-31,155000.0,2016,53499.0,3.71,195.0402777689299
Heber,UT,2016-03-31,499500.0,2016,63627.0,3.71,71.9807379786214
Quincy,IL,2016-03-31,106000.0,2016,42078.0,3.71,224.3156449818953
Sandusky,OH,2016-03-31,120000.0,2016,33817.0,3.71,159.2444011980512
Findlay,OH,2016-03-31,153050.0,2016,45364.0,3.71,167.48979402894852
Frankfort,KY,2016-03-31,112500.0,2016,43275.0,3.71,217.3676422894415
Danville,IL,2016-03-31,60000.0,2016,35446.0,3.71,333.83073867381034
Aberdeen,WA,2016-03-31,127000.0,2016,40478.0,3.71,180.1049569029056
Portsmouth,OH,2016-03-31,89810.0,2016,27769.0,3.71,174.72131303005463
Wisconsin Rapids,WI,2016-03-31,92500.0,2016,35775.0,3.71,218.54871149669125
Jefferson,GA,2016-03-31,168000.0,2016,51419.0,3.71,172.95164024017075
Palatka,FL,2016-03-31,54250.0,2016,21988.0,3.71,229.03208484982264
Hobbs,NM,2016-03-31,193808.5,2016,57535.0,3.71,167.75274591488827
Shawnee,OK,2016-03-31,89500.0,2016,37906.0,3.71,239.32896552066373
Fort Payne,AL,2016-03-31,207706.88571428572,2016,38445.0,3.71,104.59220330053725
Mount Airy,NC,2016-03-31,110000.0,2016,35831.0,3.71,184.06727566266693
Stevens Point,WI,2016-03-31,197989.0,2016,41944.0,3.71,119.71239603014641
Greenwood,SC,2016-03-31,97000.0,2016,27998.0,3.71,163.10437694491014
Lake City,FL,2016-03-31,99500.0,2016,35385.0,3.71,200.95853676733464
Klamath Falls,OR,2016-03-31,145750.0,2016,36977.0,3.71,143.3618017533765
Clearlake,CA,2016-03-31,191000.0,2016,25426.0,3.71,75.22375628841192
Alamogordo,NM,2016-03-31,135000.0,2016,46364.0,3.71,194.0695814963926
Roanoke Rapids,NC,2016-03-31,50425.0,2016,33844.0,3.71,379.267928963113
Farmington,MO,2016-03-31,109690.0,2016,41649.0,3.71,214.55956625469358
Muskogee,OK,2016-03-31,94500.0,2016,36232.0,3.71,216.65605940499697
Marion,IN,2016-03-31,74000.0,2016,31588.0,3.71,241.21302231857035
Faribault,MN,2016-03-31,180000.0,2016,50481.0,3.71,158.47683348372757
Marquette,MI,2016-03-31,99950.0,2016,37551.0,3.71,212.299538043133
Mount Pleasant,MI,2016-03-31,102000.0,2016,31710.0,3.71,175.67356348756732
Marion,OH,2016-03-31,77000.0,2016,34932.0,3.71,256.3557523392864
Baraboo,WI,2016-03-31,155000.0,2016,42311.0,3.71,154.25240084265488
Red Bluff,CA,2016-03-31,168000.0,2016,30311.0,3.71,101.95330845251395
Marinette,WI,2016-03-31,61350.0,2016,36063.0,3.71,332.16787294047407
Roswell,NM,2016-03-31,134000.0,2016,41465.0,3.71,174.85868660981322
Shelton,WA,2016-03-31,160900.0,2016,38550.0,3.71,135.38753432422428
Dublin,GA,2016-03-31,55000.0,2016,27847.0,3.71,286.10540734996437
Somerset,KY,2016-03-31,117000.0,2016,25070.0,3.71,121.08178447754298
Coos Bay,OR,2016-03-31,172750.0,2016,39750.0,3.71,130.02576500044347
Rexburg,ID,2016-03-31,379113.3,2016,26445.0,3.71,39.417120177426824
Lewiston,ID,2016-03-31,171900.0,2016,47947.0,3.71,157.61440357466486
Georgetown,SC,2016-03-31,210500.0,2016,26105.0,3.71,70.07803861359072
Athens,OH,2016-03-31,134215.1379310345,2016,22204.0,3.71,93.48459637347834
Sanford,NC,2016-03-31,125000.0,2016,42070.0,3.71,190.18350179099073
Enid,OK,2016-03-31,109900.0,2016,47747.0,3.71,245.50409344229664
Mount Vernon,OH,2016-03-31,110000.0,2016,34698.0,3.71,178.2469462460779
Walla Walla,WA,2016-03-31,202500.0,2016,41817.0,3.71,116.69122148555846
Albemarle,NC,2016-03-31,128250.0,2016,34863.0,3.71,153.6093752346134
Hudson,NY,2016-03-31,205000.0,2016,31042.0,3.71,85.56697407045075
Carlsbad,NM,2016-03-31,220728.0,2016,58292.0,3.71,149.23196882470108
Sturgis,MI,2016-03-31,95000.0,2016,34902.0,3.71,207.60463699314298
Crossville,TN,2016-03-31,89000.0,2016,26675.0,3.71,169.36542727993066
