Name,State,Date,MedianSalePrice,Year,Median Income,MORTGAGE30US,HAI
New York,NY,2009-04-30,339000.0,2009,50173.0,4.78,73.63054700430358
Los Angeles,CA,2009-04-30,320000.0,2009,48570.0,4.78,75.51022782744637
Chicago,IL,2009-04-30,192000.0,2009,46781.0,4.78,121.21487777076968
Dallas,TX,2009-04-30,140000.0,2009,41266.0,4.78,146.63984524379669
Houston,TX,2009-04-30,145000.0,2009,42797.0,4.78,146.83614697677598
Philadelphia,PA,2009-04-30,193800.0,2009,36669.0,4.78,94.13105999230012
Miami,FL,2009-04-30,140450.0,2009,29812.0,4.78,105.59832378504927
Atlanta,GA,2009-04-30,120000.0,2009,50243.0,4.78,208.29649999227993
Boston,MA,2009-04-30,285000.0,2009,52433.0,4.78,91.52663641309731
Phoenix,AZ,2009-04-30,118000.0,2009,48881.0,4.78,206.0846904273563
San Francisco,CA,2009-04-30,295000.0,2009,70040.0,4.78,118.11682835892911
Riverside,CA,2009-04-30,160000.0,2009,57344.0,4.78,178.3017708271396
Detroit,MI,2009-04-30,61616.0,2009,29447.0,4.78,237.75803924035395
Seattle,WA,2009-04-30,287500.0,2009,58990.0,4.78,102.077071633278
Minneapolis,MN,2009-04-30,174000.0,2009,45625.0,4.78,130.44915932221502
San Diego,CA,2009-04-30,290000.0,2009,61962.0,4.78,106.29555037707075
Tampa,FL,2009-04-30,123000.0,2009,43215.0,4.78,174.7901927785378
Denver,CO,2009-04-30,188000.0,2009,45438.0,4.78,120.2400126870543
Baltimore,MD,2009-04-30,220000.0,2009,38738.0,4.78,87.59960935346152
St. Louis,MO,2009-04-30,130000.0,2009,34227.0,4.78,130.98245857873684
Orlando,FL,2009-04-30,130000.0,2009,43196.0,4.78,165.3057025379705
Charlotte,NC,2009-04-30,140000.0,2009,52364.0,4.78,186.07688790641618
San Antonio,TX,2009-04-30,143500.0,2009,43087.0,4.78,149.37640772051088
Portland,OR,2009-04-30,237700.0,2009,48053.0,4.78,100.57243845357362
Sacramento,CA,2009-04-30,190000.0,2009,50381.0,4.78,131.9170217933817
Pittsburgh,PA,2009-04-30,109961.0,2009,35732.0,4.78,161.66138680487916
Cincinnati,OH,2009-04-30,120000.0,2009,33855.0,4.78,140.35543274164831
Austin,TX,2009-04-30,185000.0,2009,50236.0,4.78,135.0924191492547
Las Vegas,NV,2009-04-30,130000.0,2009,54327.0,4.78,207.9026507496139
Kansas City,MO,2009-04-30,140000.0,2009,44436.0,4.78,157.90452583854383
Columbus,OH,2009-04-30,119600.0,2009,43569.0,4.78,181.23165978222718
Indianapolis,IN,2009-04-30,112000.0,2009,43351.0,4.78,192.56118630239877
Cleveland,OH,2009-04-30,98800.0,2009,27761.0,4.78,139.7866885870463
San Jose,CA,2009-04-30,419000.0,2009,78660.0,4.78,93.39584904842792
Virginia Beach,VA,2009-04-30,215000.0,2009,63370.0,4.78,146.63339931109633
Providence,RI,2009-04-30,184000.0,2009,37273.0,4.78,100.77763950953474
Jacksonville,FL,2009-04-30,155000.0,2009,48514.0,4.78,155.71234356832971
Milwaukee,WI,2009-04-30,160000.0,2009,37089.0,4.78,115.32216758872384
Oklahoma City,OK,2009-04-30,107000.0,2009,42181.0,4.78,196.11948731797543
Raleigh,NC,2009-04-30,170000.0,2009,53370.0,4.78,156.18378264581867
Memphis,TN,2009-04-30,115920.0,2009,36535.0,4.78,156.79723309143952
Richmond,VA,2009-04-30,182000.0,2009,37735.0,4.78,103.14795492423765
New Orleans,LA,2009-04-30,152750.0,2009,36258.0,4.78,118.08922738357836
Salt Lake City,UT,2009-04-30,216590.0,2009,43667.0,4.78,100.30038736975351
Hartford,CT,2009-04-30,200000.0,2009,29190.0,4.78,72.60921722159884
Buffalo,NY,2009-04-30,105000.0,2009,30376.0,4.78,143.92258159665158
Birmingham,AL,2009-04-30,130000.0,2009,31704.0,4.78,121.32725236743718
Rochester,NY,2009-04-30,113050.0,2009,30540.0,4.78,134.39593142505794
Grand Rapids,MI,2009-04-30,86900.0,2009,39322.0,4.78,225.11450431995362
Tucson,AZ,2009-04-30,162000.0,2009,37635.0,4.78,115.5751754209277
Tulsa,OK,2009-04-30,112500.0,2009,38687.0,4.78,171.08037222196305
Fresno,CA,2009-04-30,131250.0,2009,43036.0,4.78,163.1248939055438
Worcester,MA,2009-04-30,185500.0,2009,45944.0,4.78,123.21754306173744
Omaha,NE,2009-04-30,128000.0,2009,47184.0,4.78,183.3886447297833
Bridgeport,CT,2009-04-30,365800.0,2009,40530.0,4.78,55.12144043711654
Greenville,SC,2009-04-30,120000.0,2009,38209.0,4.78,158.40616540025522
Albuquerque,NM,2009-04-30,174000.0,2009,45478.0,4.78,130.02886285272754
Bakersfield,CA,2009-04-30,110000.0,2009,51886.0,4.78,234.6632934541641
Albany,NY,2009-04-30,170000.0,2009,38642.0,4.78,113.08326267565532
Knoxville,TN,2009-04-30,125000.0,2009,32609.0,4.78,129.78219743085256
Baton Rouge,LA,2009-04-30,159900.0,2009,35436.0,4.78,110.25134206072084
McAllen,TX,2009-04-30,162350.0,2009,38675.0,4.78,118.512916227954
New Haven,CT,2009-04-30,205000.0,2009,37823.0,4.78,91.7888158481449
El Paso,TX,2009-04-30,122750.0,2009,36147.0,4.78,146.5002661770943
Allentown,PA,2009-04-30,172000.0,2009,36454.0,4.78,105.4397573474575
Oxnard,CA,2009-04-30,348000.0,2009,56618.0,4.78,80.93995071238542
Columbia,SC,2009-04-30,124000.0,2009,38588.0,4.78,154.81685476395228
North Port,FL,2009-04-30,145000.0,2009,49465.0,4.78,169.71399888324473
Dayton,OH,2009-04-30,99000.0,2009,29234.0,4.78,146.90639566312115
Charleston,SC,2009-04-30,179000.0,2009,47799.0,4.78,132.84751508514637
Greensboro,NC,2009-04-30,120000.0,2009,41050.0,4.78,170.18433064671876
Stockton,CA,2009-04-30,144000.0,2009,47426.0,4.78,163.84819458488195
Cape Coral,FL,2009-04-30,90000.0,2009,53639.0,4.78,296.50076529628416
Boise City,ID,2009-04-30,159836.0,2009,50633.0,4.78,157.59655254983454
Colorado Springs,CO,2009-04-30,169988.0,2009,53359.0,4.78,156.162615115225
Little Rock,AR,2009-04-30,140000.0,2009,43160.0,4.78,153.370225384633
Lakeland,FL,2009-04-30,89000.0,2009,40343.0,4.78,225.51001769660704
Akron,OH,2009-04-30,77000.0,2009,34952.0,4.78,225.8234104660752
Des Moines,IA,2009-04-30,129500.0,2009,44022.0,4.78,169.11715206478254
Springfield,MA,2009-04-30,170000.0,2009,34113.0,4.78,99.82944308406992
Poughkeepsie,NY,2009-04-30,294737.3611111111,2009,38533.0,4.78,65.04071204461863
Ogden,UT,2009-04-30,179000.0,2009,41125.0,4.78,114.29850117945239
Madison,WI,2009-04-30,187500.0,2009,51288.0,4.78,136.08245866342764
Deltona,FL,2009-04-30,121100.0,2009,48678.0,4.78,199.9752455247356
Syracuse,NY,2009-04-30,112250.0,2009,30031.0,4.78,133.09786827150188
Provo,UT,2009-04-30,210000.0,2009,36329.0,4.78,86.06405495826895
Toledo,OH,2009-04-30,80000.0,2009,35753.0,4.78,222.3361890479465
Wichita,KS,2009-04-30,124906.0,2009,44202.0,4.78,176.05415330590267
Durham,NC,2009-04-30,168000.0,2009,47384.0,4.78,140.3169361991321
Palm Bay,FL,2009-04-30,120000.0,2009,45263.0,4.78,187.6505081135793
Jackson,MS,2009-04-30,129500.0,2009,33505.0,4.78,128.71451047045886
Harrisburg,PA,2009-04-30,155000.0,2009,31676.0,4.78,101.668470851103
Spokane,WA,2009-04-30,162000.0,2009,39306.0,4.78,120.70673163531247
Scranton,PA,2009-04-30,105000.0,2009,34782.0,4.78,164.798368221449
Chattanooga,TN,2009-04-30,115000.0,2009,37260.0,4.78,161.18798478792752
Modesto,CA,2009-04-30,136000.0,2009,50877.0,4.78,186.11022835093024
Lancaster,PA,2009-04-30,165000.0,2009,32845.0,4.78,99.03141339991546
Portland,ME,2009-04-30,203000.0,2009,43601.0,4.78,106.853331580892
Youngstown,OH,2009-04-30,62350.0,2009,25002.0,4.78,199.49221319649948
Lansing,MI,2009-04-30,65000.0,2009,37678.0,4.78,288.3780100113738
Fayetteville,AR,2009-04-30,120000.0,2009,40655.0,4.78,168.54674695352864
Fayetteville,NC,2009-04-30,125500.0,2009,42460.0,4.78,168.3154255593774
Pensacola,FL,2009-04-30,136000.0,2009,45116.0,4.78,165.03624549954927
Santa Rosa,CA,2009-04-30,294000.0,2009,58899.0,4.78,99.66627945771548
Reno,NV,2009-04-30,178500.0,2009,49917.0,4.78,139.1226724186288
Huntsville,AL,2009-04-30,74500.0,2009,47482.0,4.78,317.0738210995267
Port St. Lucie,FL,2009-04-30,119000.0,2009,51361.0,4.78,214.72082391048727
Lafayette,LA,2009-04-30,136000.0,2009,43475.0,4.78,159.03339775451957
Myrtle Beach,SC,2009-04-30,140000.0,2009,36839.0,4.78,130.90838120816716
Springfield,MO,2009-04-30,115000.0,2009,32858.0,4.78,142.1447880880763
Visalia,CA,2009-04-30,120000.0,2009,53016.0,4.78,219.79275209662467
Killeen,TX,2009-04-30,113000.0,2009,43482.0,4.78,191.4338455847445
Asheville,NC,2009-04-30,171500.0,2009,38790.0,4.78,112.52352031680724
York,PA,2009-04-30,149000.0,2009,29223.0,4.78,97.57221972527978
Vallejo,CA,2009-04-30,180000.0,2009,61343.0,4.78,169.54311644111522
Santa Maria,CA,2009-04-30,294000.0,2009,48819.0,4.78,82.60934985052738
Salinas,CA,2009-04-30,213500.0,2009,51116.0,4.78,119.10956472691625
Salem,OR,2009-04-30,178900.0,2009,43528.0,4.78,121.04476950791374
Mobile,AL,2009-04-30,115148.0,2009,36168.0,4.78,156.26285339409046
Reading,PA,2009-04-30,142750.0,2009,27887.0,4.78,97.18815445678872
Corpus Christi,TX,2009-04-30,124500.0,2009,42694.0,4.78,170.60240523912387
Brownsville,TX,2009-04-30,115814.0,2009,28929.0,4.78,124.2682021835447
Manchester,NH,2009-04-30,190000.0,2009,52906.0,4.78,138.5284522935363
Fort Wayne,IN,2009-04-30,100000.0,2009,43320.0,4.78,215.51430558682165
Gulfport,MS,2009-04-30,130800.0,2009,39253.0,4.78,149.29757916337542
Flint,MI,2009-04-30,62250.0,2009,28385.0,4.78,226.84917190764656
Peoria,IL,2009-04-30,99000.0,2009,43829.0,4.78,220.24903932130178
Canton,OH,2009-04-30,70250.0,2009,29522.0,4.78,209.06777764198395
Savannah,GA,2009-04-30,151000.0,2009,33778.0,4.78,111.28705237034208
Beaumont,TX,2009-04-30,133435.0,2009,39699.0,4.78,148.01218256486686
Shreveport,LA,2009-04-30,117225.0,2009,35219.0,4.78,149.46669605633411
Trenton,NJ,2009-04-30,207029.0,2009,35372.0,4.78,84.99944449123477
Montgomery,AL,2009-04-30,145250.0,2009,42346.0,4.78,145.0387030413629
Tallahassee,FL,2009-04-30,161500.0,2009,35174.0,4.78,108.35198900987201
Eugene,OR,2009-04-30,200000.0,2009,40090.0,4.78,99.72262824302493
Naples,FL,2009-04-30,195000.0,2009,71322.0,4.78,181.96026354929674
Ann Arbor,MI,2009-04-30,135000.0,2009,51001.0,4.78,187.9457798849815
Ocala,FL,2009-04-30,112000.0,2009,37184.0,4.78,165.16793502960476
Hickory,NC,2009-04-30,102000.0,2009,38147.0,4.78,186.05779640840814
Fort Collins,CO,2009-04-30,209500.0,2009,47843.0,4.78,113.61143163040776
Rockford,IL,2009-04-30,105000.0,2009,38486.0,4.78,182.34805357284478
Lincoln,NE,2009-04-30,125000.0,2009,48302.0,4.78,192.23955657349322
Gainesville,FL,2009-04-30,171500.0,2009,28653.0,4.78,83.11772177461917
Boulder,CO,2009-04-30,275000.0,2009,49920.0,4.78,90.30868912023955
Green Bay,WI,2009-04-30,130000.0,2009,42899.0,4.78,164.16912059395307
Columbus,GA,2009-04-30,114000.0,2009,40549.0,4.78,176.955046436151
South Bend,IN,2009-04-30,88000.0,2009,34891.0,4.78,197.2506305147159
Spartanburg,SC,2009-04-30,103000.0,2009,34000.0,4.78,164.22124783619608
Greeley,CO,2009-04-30,150000.0,2009,42542.0,4.78,141.09586931786035
Lubbock,TX,2009-04-30,114250.0,2009,39056.0,4.78,170.0666702833103
Clarksville,TN,2009-04-30,117250.0,2009,47066.0,4.78,199.70185295818786
Roanoke,VA,2009-04-30,154575.0,2009,35811.0,4.78,115.2563465184401
Evansville,IN,2009-04-30,100000.0,2009,35749.0,4.78,177.8490514871488
Kingsport,TN,2009-04-30,94200.0,2009,36042.0,4.78,190.34682405855955
Kennewick,WA,2009-04-30,133617.0,2009,48234.0,4.78,179.58878731473087
Utica,NY,2009-04-30,87500.0,2009,31090.0,4.78,176.76664716249266
Hagerstown,MD,2009-04-30,155000.0,2009,36754.0,4.78,117.96700901822956
Duluth,MN,2009-04-30,99900.0,2009,39602.0,4.78,197.2147015401669
Olympia,WA,2009-04-30,228950.0,2009,51435.0,4.78,111.76498180861978
Longview,TX,2009-04-30,135603.0,2009,41162.0,4.78,151.01317065986544
Wilmington,NC,2009-04-30,190000.0,2009,37574.0,4.78,98.38332261893422
San Luis Obispo,CA,2009-04-30,360000.0,2009,37289.0,4.78,51.5306821395493
Crestview,FL,2009-04-30,199999.0,2009,49070.0,4.78,122.06070927798471
Merced,CA,2009-04-30,105500.0,2009,34757.0,4.78,163.89944377959156
Waco,TX,2009-04-30,153357.0,2009,29826.0,4.78,96.75625819840702
Cedar Rapids,IA,2009-04-30,127279.0,2009,48501.0,4.78,189.57523105892076
Atlantic City,NJ,2009-04-30,210000.0,2009,30601.0,4.78,72.49431984855043
Bremerton,WA,2009-04-30,239730.0,2009,38060.0,4.78,78.98307794093101
Sioux Falls,SD,2009-04-30,110000.0,2009,49157.0,4.78,222.3209250342355
Santa Cruz,CA,2009-04-30,397000.0,2009,57034.0,4.78,71.47118453520743
Erie,PA,2009-04-30,96500.0,2009,33293.0,4.78,171.63793186031063
Norwich,CT,2009-04-30,215000.0,2009,50381.0,4.78,116.57783321275592
Amarillo,TX,2009-04-30,119450.0,2009,41708.0,4.78,173.7084184594743
Laredo,TX,2009-04-30,183481.3228346457,2009,36784.0,4.78,99.73664310085532
Tuscaloosa,AL,2009-04-30,133960.0,2009,30001.0,4.78,111.41617572461774
College Station,TX,2009-04-30,220154.3776223776,2009,27106.0,4.78,61.25277431227495
Kalamazoo,MI,2009-04-30,92900.0,2009,29299.0,4.78,156.90064872295608
Lynchburg,VA,2009-04-30,157200.0,2009,37281.0,4.78,117.98387798979691
Charleston,WV,2009-04-30,113500.0,2009,41228.0,4.78,180.71078035668344
Yakima,WA,2009-04-30,150500.0,2009,37351.0,4.78,123.46770886784546
Fargo,ND,2009-04-30,142162.0,2009,38921.0,4.78,136.20345394366916
Binghamton,NY,2009-04-30,117000.0,2009,29813.0,4.78,126.7673681144477
Fort Smith,AR,2009-04-30,97500.0,2009,36206.0,4.78,184.74112621816096
Appleton,WI,2009-04-30,120400.0,2009,51723.0,4.78,213.71985709122825
Topeka,KS,2009-04-30,118948.0,2009,39504.0,4.78,165.22341101491517
Macon,GA,2009-04-30,108100.0,2009,28288.0,4.78,130.1859764530126
Tyler,TX,2009-04-30,159900.0,2009,40829.0,4.78,127.03047875034348
Barnstable Town,MA,2009-04-30,300000.0,2009,62671.0,4.78,103.92810899839719
Daphne,AL,2009-04-30,160102.0,2009,61079.0,4.78,189.79414748988387
Bellingham,WA,2009-04-30,254140.0,2009,37031.0,4.78,72.49032885395316
Rochester,MN,2009-04-30,148000.0,2009,61492.0,4.78,206.70194278818906
Lafayette,IN,2009-04-30,106603.0,2009,37173.0,4.78,173.4785727581159
Champaign,IL,2009-04-30,129000.0,2009,36498.0,4.78,140.75603093094503
Medford,OR,2009-04-30,201000.0,2009,43422.0,4.78,107.4735070858883
Lebanon,NH,2009-04-30,142500.0,2009,57982.0,4.78,202.42585518677961
Charlottesville,VA,2009-04-30,225000.0,2009,38369.0,4.78,84.83706156828521
Lake Charles,LA,2009-04-30,120000.0,2009,35357.0,4.78,146.5823965572725
Las Cruces,NM,2009-04-30,157246.0,2009,37441.0,4.78,118.45557041088242
Chico,CA,2009-04-30,187500.0,2009,38341.0,4.78,101.73018147743096
Lake Havasu City,AZ,2009-04-30,127200.0,2009,44753.0,4.78,175.03411278083803
Columbia,MO,2009-04-30,133866.0,2009,41381.0,4.78,153.78654862964189
Springfield,IL,2009-04-30,106750.0,2009,46819.0,4.78,218.1935484368688
Monroe,LA,2009-04-30,130000.0,2009,29158.0,4.78,111.58402802579275
Elkhart,IN,2009-04-30,95450.0,2009,36123.0,4.78,188.27624748573382
Johnson City,TN,2009-04-30,109950.0,2009,38630.0,4.78,174.79022036833916
Yuma,AZ,2009-04-30,142000.0,2009,41750.0,4.78,146.27017833628878
Gainesville,GA,2009-04-30,135000.0,2009,39835.0,4.78,146.79751655297423
Jacksonville,NC,2009-04-30,147000.0,2009,39895.0,4.78,135.01710449975582
Florence,SC,2009-04-30,117000.0,2009,43165.0,4.78,183.54118822862964
St. Cloud,MN,2009-04-30,131900.0,2009,39957.0,4.78,150.70780118147914
Racine,WI,2009-04-30,139500.0,2009,40733.0,4.78,145.26461755756122
Bend,OR,2009-04-30,199000.0,2009,53934.0,4.78,134.8333142805398
Saginaw,MI,2009-04-30,63000.0,2009,27271.0,4.78,215.35163301741974
Warner Robins,GA,2009-04-30,127000.0,2009,44266.0,4.78,173.4020446831535
Terre Haute,IN,2009-04-30,68558.0,2009,29958.0,4.78,217.39138638117774
Torrington,CT,2009-04-30,184250.0,2009,47877.0,4.78,129.27278000052945
Punta Gorda,FL,2009-04-30,110000.0,2009,60660.0,4.78,274.34520643197766
Billings,MT,2009-04-30,169978.0,2009,45004.0,4.78,131.71828168677843
Redding,CA,2009-04-30,203500.0,2009,43816.0,4.78,107.11640036199583
Kingston,NY,2009-04-30,180000.0,2009,45714.0,4.78,126.34683704724485
Panama City,FL,2009-04-30,160000.0,2009,40008.0,4.78,124.3983197414237
Joplin,MO,2009-04-30,89674.0,2009,35566.0,4.78,197.3131987748569
Dover,DE,2009-04-30,185000.0,2009,46150.0,4.78,124.10452949554313
El Centro,CA,2009-04-30,115000.0,2009,38312.0,4.78,165.738971368628
Jackson,TN,2009-04-30,85750.0,2009,35168.0,4.78,204.0333674916977
Yuba City,CA,2009-04-30,159750.0,2009,50512.0,4.78,157.30457481032855
Bowling Green,KY,2009-04-30,93000.0,2009,34471.0,4.78,184.39901180222523
St. George,UT,2009-04-30,198000.0,2009,46995.0,4.78,118.07939495430627
Muskegon,MI,2009-04-30,64900.0,2009,29154.0,4.78,223.48125837029613
Abilene,TX,2009-04-30,108609.0,2009,38994.0,4.78,178.61569911789266
Iowa City,IA,2009-04-30,165000.0,2009,38361.0,4.78,115.66278122801512
Auburn,AL,2009-04-30,208759.40186915887,2009,31105.0,4.78,74.12621369321613
Midland,TX,2009-04-30,160000.0,2009,52054.0,4.78,161.85338271895796
Bloomington,IL,2009-04-30,130000.0,2009,55530.0,4.78,212.50638165416942
Oshkosh,WI,2009-04-30,113850.0,2009,42328.0,4.78,184.9619387678014
Eau Claire,WI,2009-04-30,117000.0,2009,39859.0,4.78,169.4837998750133
Greenville,NC,2009-04-30,124900.0,2009,31714.0,4.78,126.3211989236904
Burlington,NC,2009-04-30,113500.0,2009,41250.0,4.78,180.80721086914699
Waterloo,IA,2009-04-30,100000.0,2009,38779.0,4.78,192.9231130275013
Coeur d'Alene,ID,2009-04-30,180000.0,2009,38410.0,4.78,106.15964498807094
Pueblo,CO,2009-04-30,115750.0,2009,34029.0,4.78,146.25672437800674
Wausau,WI,2009-04-30,125000.0,2009,41169.0,4.78,163.8505714996096
Janesville,WI,2009-04-30,109950.0,2009,49297.0,4.78,223.05548779440892
Bloomington,IN,2009-04-30,137000.0,2009,26588.0,4.78,96.55010677528651
Odessa,TX,2009-04-30,112397.0,2009,45369.0,4.78,200.81314727556557
Jackson,MI,2009-04-30,53500.0,2009,32167.0,4.78,299.11929771969915
Sebastian,FL,2009-04-30,140000.0,2009,45968.0,4.78,163.34852920483803
Madera,CA,2009-04-30,128250.0,2009,40993.0,4.78,159.01569225835718
Decatur,AL,2009-04-30,42250.0,2009,40496.0,4.78,476.8404289555054
Vineland,NJ,2009-04-30,101250.0,2009,52422.0,4.78,257.5764834187696
Idaho Falls,ID,2009-04-30,146000.0,2009,44907.0,4.78,153.02022731421152
Grand Junction,CO,2009-04-30,220000.0,2009,45710.0,4.78,103.36563951537833
Elizabethtown,KY,2009-04-30,117000.0,2009,42333.0,4.78,180.0034546804721
Niles,MI,2009-04-30,97000.0,2009,31829.0,4.78,163.24463433291797
Monroe,MI,2009-04-30,95510.0,2009,42958.0,4.78,223.76021160345795
Santa Fe,NM,2009-04-30,299350.0,2009,50717.0,4.78,84.28726257188231
Concord,NH,2009-04-30,186000.0,2009,52592.0,4.78,140.6677037031509
Alexandria,LA,2009-04-30,126000.0,2009,34172.0,4.78,134.92347188352585
Traverse City,MI,2009-04-30,130000.0,2009,40280.0,4.78,154.14653436034476
Bangor,ME,2009-04-30,125950.0,2009,38775.0,4.78,153.15856552305905
Hanford,CA,2009-04-30,167000.0,2009,50939.0,4.78,151.74751898263176
Jefferson City,MO,2009-04-30,112500.0,2009,46644.0,4.78,206.26755452532487
Florence,AL,2009-04-30,91500.0,2009,30931.0,4.78,168.17464607283904
Dothan,AL,2009-04-30,106000.0,2009,41879.0,4.78,196.5522832207552
London,KY,2009-04-30,136559.63888888888,2009,31418.0,4.78,114.45738809652508
Albany,GA,2009-04-30,119900.0,2009,31677.0,4.78,131.43545017265365
Ottawa,IL,2009-04-30,90000.0,2009,44240.0,4.78,244.5458315163894
Sioux City,IA,2009-04-30,90000.0,2009,42902.0,4.78,237.14975731727256
Wichita Falls,TX,2009-04-30,130509.0,2009,40552.0,4.78,154.58219567280295
Valdosta,GA,2009-04-30,122050.0,2009,31940.0,4.78,130.19214534941673
Logan,UT,2009-04-30,155000.0,2009,34466.0,4.78,110.62335889487676
Flagstaff,AZ,2009-04-30,280000.0,2009,47396.0,4.78,84.21148288148824
Rocky Mount,NC,2009-04-30,82000.0,2009,36544.0,4.78,221.71235004855555
Pottsville,PA,2009-04-30,58000.0,2009,33452.0,4.78,286.9338264754019
Dalton,GA,2009-04-30,79900.0,2009,39635.0,4.78,246.78555667846797
Lebanon,PA,2009-04-30,135000.0,2009,32592.0,4.78,120.10605395994818
Morristown,TN,2009-04-30,94250.0,2009,31961.0,4.78,168.70449558918529
Winchester,VA,2009-04-30,165000.0,2009,44708.0,4.78,134.79970864007979
Morgantown,WV,2009-04-30,133000.0,2009,25804.0,4.78,96.52127447014949
La Crosse,WI,2009-04-30,126750.0,2009,36207.0,4.78,142.11248362959293
Napa,CA,2009-04-30,314000.0,2009,64180.0,4.78,101.68519367469912
Rapid City,SD,2009-04-30,223770.0839160839,2009,42378.0,4.78,94.21630920794102
Sumter,SC,2009-04-30,85000.0,2009,33323.0,4.78,195.0351204461913
Eureka,CA,2009-04-30,266000.0,2009,32673.0,4.78,61.10757248417289
Springfield,OH,2009-04-30,77500.0,2009,33562.0,4.78,215.44369356640482
Harrisonburg,VA,2009-04-30,223543.29906542055,2009,33587.0,4.78,74.74759326608839
Battle Creek,MI,2009-04-30,58000.0,2009,38209.0,4.78,327.7368939315625
Sherman,TX,2009-04-30,92759.0,2009,39948.0,4.78,214.25286529409777
Carbondale,IL,2009-04-30,115324.44155844155,2009,15761.0,4.78,67.9907863755911
Johnstown,PA,2009-04-30,83899.12621359223,2009,24508.0,4.78,145.32424967499713
Jonesboro,AR,2009-04-30,92000.0,2009,38601.0,4.78,208.73649358557404
Bismarck,ND,2009-04-30,157750.0,2009,46877.0,4.78,147.83528326394864
Hammond,LA,2009-04-30,146750.0,2009,31649.0,4.78,107.29254275880957
Pittsfield,MA,2009-04-30,158000.0,2009,43507.0,4.78,136.99026516190742
Mount Vernon,WA,2009-04-30,215180.0,2009,45878.0,4.78,106.06942861073732
Jamestown,NY,2009-04-30,70000.0,2009,33002.0,4.78,234.54699620684235
Albany,OR,2009-04-30,161250.0,2009,45390.0,4.78,140.0387143176195
Glens Falls,NY,2009-04-30,128000.0,2009,41324.0,4.78,160.61275760456013
Lawton,OK,2009-04-30,90000.0,2009,40811.0,4.78,225.59131849040162
Cleveland,TN,2009-04-30,93000.0,2009,35649.0,4.78,190.7005996848808
Sierra Vista,AZ,2009-04-30,159950.0,2009,53289.0,4.78,165.74520821251764
Ames,IA,2009-04-30,128000.0,2009,37188.0,4.78,144.5374898315357
Mansfield,OH,2009-04-30,50000.0,2009,32076.0,4.78,319.1522098800965
Staunton,VA,2009-04-30,173450.0,2009,42713.0,4.78,122.51053233839669
Augusta,ME,2009-04-30,123000.0,2009,33451.0,4.78,135.29808489262683
Altoona,PA,2009-04-30,87250.0,2009,33623.0,4.78,191.7161417993027
New Bern,NC,2009-04-30,142500.0,2009,34200.0,4.78,119.39850725031671
Farmington,NM,2009-04-30,181500.0,2009,48263.0,4.78,132.28948933475746
St. Joseph,MO,2009-04-30,105000.0,2009,39168.0,4.78,185.57939412620652
Wenatchee,WA,2009-04-30,212000.0,2009,42591.0,4.78,99.94696977787419
Holland,MI,2009-04-30,106000.0,2009,45488.0,4.78,213.49053843562916
Lumberton,NC,2009-04-30,102667.11578947368,2009,27254.0,4.78,132.06463804473637
Lawrence,KS,2009-04-30,177089.0,2009,39689.0,4.78,111.49778158293806
Goldsboro,NC,2009-04-30,115500.0,2009,33187.0,4.78,142.94654618024026
Watertown,NY,2009-04-30,125150.0,2009,35713.0,4.78,141.9656042559116
Sheboygan,WI,2009-04-30,113750.0,2009,42679.0,4.78,186.65966633466178
Missoula,MT,2009-04-30,217408.0,2009,34319.0,4.78,78.53201833886092
Bozeman,MT,2009-04-30,392800.6993006993,2009,41661.0,4.78,52.764896840084255
Anniston,AL,2009-04-30,116000.0,2009,32208.0,4.78,138.13172131890084
Williamsport,PA,2009-04-30,149300.33613445377,2009,28292.0,4.78,94.2736928402897
Brunswick,GA,2009-04-30,130000.0,2009,26972.0,4.78,103.2184787678058
Twin Falls,ID,2009-04-30,130144.0,2009,40970.0,4.78,156.61359859224766
Cookeville,TN,2009-04-30,95500.0,2009,29789.0,4.78,155.1815939127262
Muncie,IN,2009-04-30,94000.0,2009,28921.0,4.78,153.06401720684437
Michigan City,IN,2009-04-30,76000.0,2009,36990.0,4.78,242.13545960467187
Roseburg,OR,2009-04-30,160000.0,2009,40309.0,4.78,125.33422991544312
Lewiston,ME,2009-04-30,126000.0,2009,35323.0,4.78,139.46803808210768
Longview,WA,2009-04-30,172000.0,2009,38963.0,4.78,112.69680324598086
Ogdensburg,NY,2009-04-30,98243.5078125,2009,34544.0,4.78,174.92682749440328
Kankakee,IL,2009-04-30,116750.0,2009,31738.0,4.78,135.24160682050507
Show Low,AZ,2009-04-30,204871.39520958083,2009,41611.0,4.78,101.04491975137273
Richmond,KY,2009-04-30,118000.0,2009,30350.0,4.78,127.95708668951664
Tullahoma,TN,2009-04-30,94000.0,2009,38178.0,4.78,202.0565695834482
Whitewater,WI,2009-04-30,171550.0,2009,25513.0,4.78,73.9875185921823
Ithaca,NY,2009-04-30,169000.0,2009,28251.0,4.78,83.16388630001718
Decatur,IL,2009-04-30,79000.0,2009,38236.0,4.78,240.78698962147206
LaGrange,GA,2009-04-30,87750.0,2009,30444.0,4.78,172.6005771476088
Bay City,MI,2009-04-30,55000.0,2009,35760.0,4.78,323.4614105508579
Fond du Lac,WI,2009-04-30,103000.0,2009,45061.0,4.78,217.64628378667155
Gadsden,AL,2009-04-30,125018.6875,2009,28616.0,4.78,113.87323206764131
Kalispell,MT,2009-04-30,206139.0,2009,39953.0,4.78,96.42216659980043
